# Coding: utf-8
# File format version: 2
# Title: CAMS Radiation Service v4.6 all-sky irradiation (derived from satellite data).
# Content:  A time-series of solar radiation received on horizontal plane and plane always normal to the sun rays at ground level.
#           Returns the global, beam and diffuse irradiations integrated over a selected time step,
#           for a selected location (geostationary satellite coverage) and a selected period.
# The research leading to these results has received funding from the European Union within the Copernicus programme.
# Provider: VAISALA with MINES ParisTech (France) and DLR (Germany)
# More information at: http://www.soda-pro.com/web-services/radiation/cams-radiation-service
# Date begin (ISO 8601): 2020-01-01T00:00:00.0
# Date end (ISO 8601): 2026-01-01T00:00:00.0
# Latitude (positive North, ISO 19115): -43.5372
# Longitude (positive East, ISO 19115): 172.7049
# Altitude (m): 8.00
# Time reference: Universal time (UT)
#
# Encoding partly from D2.8.III.13-14 INSPIRE Data Specification on Atmospheric Conditions and Meteorological Geographical Features - Technical Guidelines (2013-12-10) and CF (Climate and Forecast) metadata (2013-11-11)
# CF Standard Names registry of ObservablePropertyValue
# http://cfconventions.org/Data/cf-standard-names/27/build/cf-standard-name-table.html
# urn:x-inspire:specification:DS-AC-MF:observable-property-name:cf-standard-name:1.6
# ObservableProperty
#     basePhenomenon:"integral_of_surface_downwelling_shortwave_flux_in_air_sky_wrt_time"
#     uom:"Wh m-2" [unit]
# StatisticalMeasure
#     statisticalFunction: "sum"
# Summarization (integration) period: 0 year 0 month 0 day 1 h 0 min 0 s
# noValue: nan
# File generated on: 2026-08-24
#
# Columns:
# 1. Observation period (ISO 8601)
# 2. TOA. Irradiation on horizontal plane at the top of atmosphere (Wh/m2)
# 3. Clear sky GHI. Clear sky global irradiation on horizontal plane at ground level (Wh/m2)
# 4. Clear sky BHI. Clear sky beam irradiation on horizontal plane at ground level (Wh/m2)
# 5. Clear sky DHI. Clear sky diffuse irradiation on horizontal plane at ground level (Wh/m2)
# 6. Clear sky BNI. Clear sky beam irradiation on mobile plane following the sun at normal incidence (Wh/m2)
# 7. GHI. Global irradiation on horizontal plane at ground level (Wh/m2)
# 8. BHI. Beam irradiation on horizontal plane at ground level (Wh/m2)
# 9. DHI. Diffuse irradiation on horizontal plane at ground level (Wh/m2)
#10. BNI. Beam irradiation on mobile plane following the sun at normal incidence (Wh/m2)
#11. Reliability. Proportion of reliable data in the summarization (0-1)
#
# Observation period;TOA;Clear sky GHI;Clear sky BHI;Clear sky DHI;Clear sky BNI;GHI;BHI;DHI;BNI;Reliability
2020-01-06T23:00:00.0/2020-01-07T00:00:00.0;1273.4139;1030.0413;930.4247;99.6166;1028.5522;767.1332;282.6149;484.5184;313.5460;1.0000
2020-01-07T00:00:00.0/2020-01-07T01:00:00.0;1310.7191;1063.3094;963.4567;99.8527;1034.8378;863.4540;371.6998;491.7542;399.2133;1.0000
2020-01-07T01:00:00.0/2020-01-07T02:00:00.0;1283.9789;1037.4872;934.5623;102.9250;1024.6449;995.4902;836.1263;159.3638;915.4254;1.0000
2020-01-07T02:00:00.0/2020-01-07T03:00:00.0;1195.0055;955.9128;851.5472;104.3657;1002.9601;853.7747;636.0182;217.7565;756.5748;0.9167
2020-01-07T03:00:00.0/2020-01-07T04:00:00.0;1049.8511;824.7094;721.4457;103.2637;966.8220;774.9356;607.9868;166.9488;805.0238;1.0000
2020-01-07T04:00:00.0/2020-01-07T05:00:00.0;858.3953;653.8392;555.0847;98.7544;908.8632;585.5087;380.7957;204.7130;639.9263;1.0000
2020-01-07T05:00:00.0/2020-01-07T06:00:00.0;633.6722;456.8146;367.5052;89.3094;812.6005;453.3173;359.2509;94.0663;790.8044;1.0000
2020-01-07T06:00:00.0/2020-01-07T07:00:00.0;390.9820;252.2340;181.2942;70.9398;640.4990;246.7173;174.8654;71.8519;621.3484;1.0000
2020-01-07T07:00:00.0/2020-01-07T08:00:00.0;146.8482;71.5566;36.8683;34.6883;285.6799;69.9811;33.3688;36.6123;265.0289;0.8500
2020-01-07T08:00:00.0/2020-01-07T09:00:00.0;1.7629;0.4363;0.0212;0.4151;0.0000;0.4363;0.0212;0.4151;0.0000;0.9333
2020-01-07T09:00:00.0/2020-01-07T10:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-07T10:00:00.0/2020-01-07T11:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-07T11:00:00.0/2020-01-07T12:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-07T12:00:00.0/2020-01-07T13:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-07T13:00:00.0/2020-01-07T14:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-07T14:00:00.0/2020-01-07T15:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-07T15:00:00.0/2020-01-07T16:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-07T16:00:00.0/2020-01-07T17:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-07T17:00:00.0/2020-01-07T18:00:00.0;104.7242;46.4295;20.2098;26.2197;182.9222;46.4295;20.2098;26.2197;182.9222;0.6833
2020-01-07T18:00:00.0/2020-01-07T19:00:00.0;347.0018;213.2597;142.8206;70.4391;563.7180;75.6845;33.7597;41.9248;174.8747;1.0000
2020-01-07T19:00:00.0/2020-01-07T20:00:00.0;591.1097;414.4352;319.1327;95.3025;755.4974;54.8481;1.3857;53.4624;2.7703;1.0000
2020-01-07T20:00:00.0/2020-01-07T21:00:00.0;820.1053;611.9282;501.2429;110.6853;858.7175;327.1274;58.7845;268.3430;106.0970;0.9167
2020-01-07T21:00:00.0/2020-01-07T22:00:00.0;1018.3828;783.4518;657.3824;126.0694;908.3786;226.1845;5.6344;220.5501;8.1245;1.0000
2020-01-07T22:00:00.0/2020-01-07T23:00:00.0;1172.4266;914.7678;770.0192;144.7486;924.5204;72.2493;0.0173;72.2319;0.0200;1.0000
2020-01-07T23:00:00.0/2020-01-08T00:00:00.0;1271.7328;997.9996;836.2789;161.7207;925.7706;164.2362;3.1620;161.0742;3.4310;1.0000
2020-01-08T00:00:00.0/2020-01-08T01:00:00.0;1309.5254;1028.5154;859.1879;169.3275;923.6566;578.4637;102.9005;475.5632;110.5860;1.0000
2020-01-08T01:00:00.0/2020-01-08T02:00:00.0;1283.2186;1003.7401;836.7325;167.0076;917.9070;580.6582;125.8147;454.8435;138.0620;1.0000
2020-01-08T02:00:00.0/2020-01-08T03:00:00.0;1194.5945;923.4299;761.8303;161.5996;897.5480;696.0403;224.0034;472.0369;265.5964;0.9167
2020-01-08T03:00:00.0/2020-01-08T04:00:00.0;1049.6812;794.5198;643.1539;151.3660;861.9683;573.4300;154.4217;419.0083;206.8182;1.0000
2020-01-08T04:00:00.0/2020-01-08T05:00:00.0;858.3412;627.1171;491.3625;135.7547;804.3731;528.3942;260.4714;267.9227;439.0482;1.0000
2020-01-08T05:00:00.0/2020-01-08T06:00:00.0;633.6008;434.5779;320.1878;114.3901;707.5308;393.9333;237.1769;156.7564;519.2336;1.0000
2020-01-08T06:00:00.0/2020-01-08T07:00:00.0;390.7608;236.6238;153.1644;83.4594;540.1093;209.9056;99.7104;110.1951;371.6112;1.0000
2020-01-08T07:00:00.0/2020-01-08T08:00:00.0;146.3549;65.7522;29.2325;36.5196;224.9302;65.7522;29.2325;36.5196;224.9302;0.8500
2020-01-08T08:00:00.0/2020-01-08T09:00:00.0;1.6826;0.3883;0.0147;0.3736;0.0000;0.3883;0.0147;0.3736;0.0000;0.9333
2020-01-08T09:00:00.0/2020-01-08T10:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-08T10:00:00.0/2020-01-08T11:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-08T11:00:00.0/2020-01-08T12:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-08T12:00:00.0/2020-01-08T13:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-08T13:00:00.0/2020-01-08T14:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-08T14:00:00.0/2020-01-08T15:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-08T15:00:00.0/2020-01-08T16:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-08T16:00:00.0/2020-01-08T17:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-08T17:00:00.0/2020-01-08T18:00:00.0;100.9975;45.6759;23.3128;22.3631;220.2845;45.4954;22.9129;22.5824;217.6760;0.6917
2020-01-08T18:00:00.0/2020-01-08T19:00:00.0;343.1657;211.9849;151.8915;60.0934;608.4668;192.2288;111.3565;80.8723;422.0236;1.0000
2020-01-08T19:00:00.0/2020-01-08T20:00:00.0;587.5394;411.4901;328.6499;82.8402;783.2959;363.8741;219.0850;144.7891;523.1863;1.0000
2020-01-08T20:00:00.0/2020-01-08T21:00:00.0;816.9035;608.0261;509.2864;98.7397;876.0922;520.1866;279.7311;240.4556;479.5359;1.0000
2020-01-08T21:00:00.0/2020-01-08T22:00:00.0;1015.6265;782.8685;676.5828;106.2857;936.9940;687.9820;409.8649;278.1171;568.4254;1.0000
2020-01-08T22:00:00.0/2020-01-08T23:00:00.0;1170.1619;921.0433;815.0303;106.0130;980.1909;825.1413;516.1614;308.9799;620.5614;1.0000
2020-01-08T23:00:00.0/2020-01-09T00:00:00.0;1269.9714;1010.9384;908.1273;102.8111;1006.5471;903.6763;552.8545;350.8218;611.9612;1.0000
2020-01-09T00:00:00.0/2020-01-09T01:00:00.0;1308.2446;1043.2239;937.6415;105.5824;1008.9518;900.8853;598.1776;302.7078;643.3314;1.0000
2020-01-09T01:00:00.0/2020-01-09T02:00:00.0;1282.3621;1015.4714;900.8564;114.6150;988.8281;964.1897;753.7658;210.4239;828.9348;1.0000
2020-01-09T02:00:00.0/2020-01-09T03:00:00.0;1194.0765;932.2548;811.5071;120.7476;956.3757;765.1463;417.0103;348.1360;483.1604;0.9167
2020-01-09T03:00:00.0/2020-01-09T04:00:00.0;1049.3926;800.5797;679.2607;121.3190;910.4787;391.8747;57.6210;334.2537;76.4859;1.0000
2020-01-09T04:00:00.0/2020-01-09T05:00:00.0;858.1570;630.4699;514.8730;115.5969;842.8611;421.6163;114.6510;306.9654;189.2748;1.0000
2020-01-09T05:00:00.0/2020-01-09T06:00:00.0;633.3881;435.1199;332.1559;102.9640;733.9062;389.2672;251.3668;137.9003;568.3303;1.0000
2020-01-09T06:00:00.0/2020-01-09T07:00:00.0;390.3888;235.7807;158.1354;77.6453;558.4401;135.8252;20.7823;115.0428;65.1141;1.0000
2020-01-09T07:00:00.0/2020-01-09T08:00:00.0;145.7034;65.2221;30.8371;34.3850;240.2200;63.7892;28.1670;35.6222;225.6215;0.8500
2020-01-09T08:00:00.0/2020-01-09T09:00:00.0;1.5835;0.3594;0.0169;0.3425;0.0000;0.3594;0.0169;0.3425;0.0000;0.9333
2020-01-09T09:00:00.0/2020-01-09T10:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-09T10:00:00.0/2020-01-09T11:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-09T11:00:00.0/2020-01-09T12:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-09T12:00:00.0/2020-01-09T13:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-09T13:00:00.0/2020-01-09T14:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-09T14:00:00.0/2020-01-09T15:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-09T15:00:00.0/2020-01-09T16:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-09T16:00:00.0/2020-01-09T17:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-09T17:00:00.0/2020-01-09T18:00:00.0;97.2543;39.7016;15.9545;23.7472;150.3120;28.5701;9.8207;18.7494;106.7841;0.7000
2020-01-09T18:00:00.0/2020-01-09T19:00:00.0;339.2422;193.4943;119.5048;73.9895;482.0654;26.6028;0.0001;26.6027;0.0003;1.0000
2020-01-09T19:00:00.0/2020-01-09T20:00:00.0;583.8890;382.6213;269.7986;112.8227;646.5126;55.1371;0.0435;55.0936;0.0938;1.0000
2020-01-09T20:00:00.0/2020-01-09T21:00:00.0;813.6261;570.0735;425.6186;144.4550;734.8759;133.2026;0.3420;132.8607;0.5332;1.0000
2020-01-09T21:00:00.0/2020-01-09T22:00:00.0;1012.7961;740.3011;577.4200;162.8810;801.5411;540.8467;233.2136;307.6331;314.7357;1.0000
2020-01-09T22:00:00.0/2020-01-09T23:00:00.0;1167.8214;878.2189;710.4307;167.7882;855.9439;686.0662;238.9064;447.1598;287.8334;1.0000
2020-01-09T23:00:00.0/2020-01-10T00:00:00.0;1268.1300;968.2421;801.0645;167.1776;889.0928;804.4034;382.0783;422.3252;422.7454;1.0000
2020-01-10T00:00:00.0/2020-01-10T01:00:00.0;1306.8763;1003.0928;840.6738;162.4190;905.5042;904.6959;543.9768;360.7191;585.6932;1.0000
2020-01-10T01:00:00.0/2020-01-10T02:00:00.0;1281.4086;980.4517;825.5398;154.9119;906.8563;897.9636;589.7026;308.2609;646.6512;1.0000
2020-01-10T02:00:00.0/2020-01-10T03:00:00.0;1193.4508;902.9937;758.2638;144.7300;894.1907;780.1945;515.2296;264.9648;600.8618;0.9167
2020-01-10T03:00:00.0/2020-01-10T04:00:00.0;1048.9845;776.8259;644.4267;132.3992;864.2147;562.2714;186.4469;375.8245;247.3031;1.0000
2020-01-10T04:00:00.0/2020-01-10T05:00:00.0;857.8414;612.2157;494.7426;117.4731;810.4125;315.6967;45.5060;270.1907;70.4857;1.0000
2020-01-10T05:00:00.0/2020-01-10T06:00:00.0;633.0332;423.3139;325.2135;98.1004;719.5013;237.0133;18.0847;218.9286;39.8038;1.0000
2020-01-10T06:00:00.0/2020-01-10T07:00:00.0;389.8654;227.6427;154.1224;73.5203;543.3807;158.4011;27.0794;131.3217;107.7957;1.0000
2020-01-10T07:00:00.0/2020-01-10T08:00:00.0;144.8934;60.7368;27.6244;33.1124;211.9196;60.7368;27.6244;33.1124;211.9196;0.8500
2020-01-10T08:00:00.0/2020-01-10T09:00:00.0;1.4476;0.3039;0.0069;0.2970;0.0000;0.3039;0.0069;0.2970;0.0000;0.9417
2020-01-10T09:00:00.0/2020-01-10T10:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-10T10:00:00.0/2020-01-10T11:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-10T11:00:00.0/2020-01-10T12:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-10T12:00:00.0/2020-01-10T13:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-10T13:00:00.0/2020-01-10T14:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-10T14:00:00.0/2020-01-10T15:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-10T15:00:00.0/2020-01-10T16:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-10T16:00:00.0/2020-01-10T17:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-10T17:00:00.0/2020-01-10T18:00:00.0;93.5017;33.6744;11.2239;22.4505;104.8812;10.0428;0.4310;9.6119;2.9780;0.7083
2020-01-10T18:00:00.0/2020-01-10T19:00:00.0;335.2334;185.3106;114.7943;70.5164;461.7329;73.7956;9.2236;64.5720;53.2832;1.0000
2020-01-10T19:00:00.0/2020-01-10T20:00:00.0;580.1602;391.9517;299.5755;92.3763;720.0369;81.2469;0.7867;80.4602;2.2200;1.0000
2020-01-10T20:00:00.0/2020-01-10T21:00:00.0;810.2745;603.4911;506.9288;96.5624;877.7935;144.3577;1.4163;142.9414;2.2403;1.0000
2020-01-10T21:00:00.0/2020-01-10T22:00:00.0;1009.8926;788.6517;690.1786;98.4730;961.3172;617.5601;320.7320;296.8280;439.6454;1.0000
2020-01-10T22:00:00.0/2020-01-10T23:00:00.0;1165.4059;929.5752;824.2722;105.3030;995.3247;740.3393;334.9821;405.3572;407.7176;1.0000
2020-01-10T23:00:00.0/2020-01-11T00:00:00.0;1266.2084;1022.0879;912.0582;110.0296;1013.8364;842.0594;418.4471;423.6123;465.1661;1.0000
2020-01-11T00:00:00.0/2020-01-11T01:00:00.0;1305.4203;1056.9554;942.7067;114.2488;1016.4866;429.2300;37.6306;391.5994;40.6793;1.0000
2020-01-11T01:00:00.0/2020-01-11T02:00:00.0;1280.3577;1031.3322;913.6301;117.7021;1004.3441;356.1261;17.9443;338.1818;19.7702;1.0000
2020-01-11T02:00:00.0/2020-01-11T03:00:00.0;1192.7163;948.9171;830.0428;118.8743;979.2985;148.3339;0.0094;148.3244;0.0108;0.9167
2020-01-11T03:00:00.0/2020-01-11T04:00:00.0;1048.4558;817.0719;702.0269;115.0450;941.8942;68.5441;0.0002;68.5439;0.0002;1.0000
2020-01-11T04:00:00.0/2020-01-11T05:00:00.0;857.3935;645.9096;540.1784;105.7312;885.3123;46.7329;0.0000;46.7329;0.0000;1.0000
2020-01-11T05:00:00.0/2020-01-11T06:00:00.0;632.5354;448.2901;356.6852;91.6049;789.8541;30.4884;0.0000;30.4884;0.0000;1.0000
2020-01-11T06:00:00.0/2020-01-11T07:00:00.0;389.1899;243.5411;174.7783;68.7628;619.9841;31.9716;0.0251;31.9465;0.1238;1.0000
2020-01-11T07:00:00.0/2020-01-11T08:00:00.0;143.9248;66.6865;35.2770;31.4095;278.2227;43.8006;0.1875;43.6132;2.3983;0.8500
2020-01-11T08:00:00.0/2020-01-11T09:00:00.0;1.3307;0.3074;0.0159;0.2916;0.0000;0.2558;0.0005;0.2553;0.0000;0.9417
2020-01-11T09:00:00.0/2020-01-11T10:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-11T10:00:00.0/2020-01-11T11:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-11T11:00:00.0/2020-01-11T12:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-11T12:00:00.0/2020-01-11T13:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-11T13:00:00.0/2020-01-11T14:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-11T14:00:00.0/2020-01-11T15:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-11T15:00:00.0/2020-01-11T16:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-11T16:00:00.0/2020-01-11T17:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-11T17:00:00.0/2020-01-11T18:00:00.0;89.7464;41.0524;25.4844;15.5680;262.8368;5.0696;0.0000;5.0696;0.0000;0.7167
2020-01-11T18:00:00.0/2020-01-11T19:00:00.0;331.1414;202.5450;160.6981;41.8469;669.2414;45.6092;0.0124;45.5968;0.0394;1.0000
2020-01-11T19:00:00.0/2020-01-11T20:00:00.0;576.3547;396.0807;339.2850;56.7957;824.8424;196.2533;18.6140;177.6394;40.5878;1.0000
2020-01-11T20:00:00.0/2020-01-11T21:00:00.0;806.8500;587.4418;520.0549;67.3868;905.8343;450.9444;183.4432;267.5012;308.3501;1.0000
2020-01-11T21:00:00.0/2020-01-11T22:00:00.0;1006.9171;755.5233;677.7583;77.7649;947.0159;719.0040;564.2638;154.7402;782.4499;1.0000
2020-01-11T22:00:00.0/2020-01-11T23:00:00.0;1162.9158;885.9052;797.1493;88.7559;964.6954;885.9052;797.1493;88.7559;964.6954;1.0000
2020-01-11T23:00:00.0/2020-01-12T00:00:00.0;1264.2067;969.7930;871.1250;98.6680;969.8597;956.8712;824.5424;132.3288;918.8488;1.0000
2020-01-12T00:00:00.0/2020-01-12T01:00:00.0;1303.8763;1003.4750;899.2491;104.2259;970.7067;679.3776;341.6357;337.7419;368.8105;1.0000
2020-01-12T01:00:00.0/2020-01-12T02:00:00.0;1279.2087;984.1193;878.9858;105.1335;967.0921;879.0120;638.9593;240.0527;706.3982;1.0000
2020-01-12T02:00:00.0/2020-01-12T03:00:00.0;1191.8723;909.9105;805.6257;104.2848;951.1714;676.0452;356.9386;319.1066;415.1759;0.9167
2020-01-12T03:00:00.0/2020-01-12T04:00:00.0;1047.8058;786.6889;684.5471;102.1418;918.9390;302.6653;23.8697;278.7956;30.8322;1.0000
2020-01-12T04:00:00.0/2020-01-12T05:00:00.0;856.8126;623.7925;526.0692;97.7234;862.6801;296.1229;33.5395;262.5834;54.3217;1.0000
2020-01-12T05:00:00.0/2020-01-12T06:00:00.0;631.8939;434.3884;346.2152;88.1732;767.2737;87.9648;0.0817;87.8831;0.1558;1.0000
2020-01-12T06:00:00.0/2020-01-12T07:00:00.0;388.3621;237.5527;168.6180;68.9347;599.0628;22.1316;0.0000;22.1316;0.0000;1.0000
2020-01-12T07:00:00.0/2020-01-12T08:00:00.0;142.7973;65.3330;33.0053;32.3277;258.8405;22.7268;4.3266;18.4003;62.2313;0.8500
2020-01-12T08:00:00.0/2020-01-12T09:00:00.0;1.1977;0.2768;0.0128;0.2639;0.0000;0.2768;0.0128;0.2639;0.0000;0.9417
2020-01-12T09:00:00.0/2020-01-12T10:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-12T10:00:00.0/2020-01-12T11:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-12T11:00:00.0/2020-01-12T12:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-12T12:00:00.0/2020-01-12T13:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-12T13:00:00.0/2020-01-12T14:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-12T14:00:00.0/2020-01-12T15:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-12T15:00:00.0/2020-01-12T16:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-12T16:00:00.0/2020-01-12T17:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-12T17:00:00.0/2020-01-12T18:00:00.0;85.9952;34.1558;10.8132;23.3426;105.7109;34.1558;10.8132;23.3426;105.7109;0.7250
2020-01-12T18:00:00.0/2020-01-12T19:00:00.0;326.9684;188.2079;107.2353;80.9725;443.6295;105.0603;24.4889;80.5714;131.6460;1.0000
2020-01-12T19:00:00.0/2020-01-12T20:00:00.0;572.4746;387.9245;269.6711;118.2534;657.5055;211.7932;62.8926;148.9006;175.4379;1.0000
2020-01-12T20:00:00.0/2020-01-12T21:00:00.0;803.3542;587.5097;445.4785;142.0311;778.3405;280.8368;34.4472;246.3895;60.1668;1.0000
2020-01-12T21:00:00.0/2020-01-12T22:00:00.0;1003.8702;762.1866;595.5535;166.6332;834.5746;317.2412;31.3598;285.8815;41.7990;1.0000
2020-01-12T22:00:00.0/2020-01-12T23:00:00.0;1160.3516;896.8864;700.9401;195.9464;850.0871;587.8444;224.1695;363.6748;271.6935;1.0000
2020-01-12T23:00:00.0/2020-01-13T00:00:00.0;1262.1250;983.5146;762.5333;220.9813;850.3291;860.1057;457.2304;402.8752;508.0778;1.0000
2020-01-13T00:00:00.0/2020-01-13T01:00:00.0;1302.2438;1017.8353;787.3818;230.4536;850.9456;480.5021;64.9220;415.5801;70.2836;1.0000
2020-01-13T01:00:00.0/2020-01-13T02:00:00.0;1277.9609;997.0475;773.5356;223.5119;851.8411;448.1293;66.9596;381.1697;74.9329;1.0000
2020-01-13T02:00:00.0/2020-01-13T03:00:00.0;1190.9181;919.9688;707.7455;212.2232;836.1746;864.8079;562.1198;302.6881;669.1790;0.8333
2020-01-13T03:00:00.0/2020-01-13T04:00:00.0;1047.0333;792.2554;594.3115;197.9438;798.1227;792.2554;594.3115;197.9438;798.1227;1.0000
2020-01-13T04:00:00.0/2020-01-13T05:00:00.0;856.0977;623.6271;444.7123;178.9148;729.2746;586.9292;371.8298;215.0994;597.8206;1.0000
2020-01-13T05:00:00.0/2020-01-13T06:00:00.0;631.1080;428.4586;278.2557;150.2028;615.9940;383.8201;193.5051;190.3150;447.2348;1.0000
2020-01-13T06:00:00.0/2020-01-13T07:00:00.0;387.3814;227.8264;121.6804;106.1460;429.3592;225.8726;119.6031;106.2695;421.0228;1.0000
2020-01-13T07:00:00.0/2020-01-13T08:00:00.0;141.5111;59.8096;18.4899;41.3197;139.8101;51.8512;11.5846;40.2666;75.1854;0.8500
2020-01-13T08:00:00.0/2020-01-13T09:00:00.0;1.0344;0.2252;0.0040;0.2212;0.0000;0.1723;0.0002;0.1721;0.0000;0.9500
2020-01-13T09:00:00.0/2020-01-13T10:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-13T10:00:00.0/2020-01-13T11:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-13T11:00:00.0/2020-01-13T12:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-13T12:00:00.0/2020-01-13T13:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
