date,usage,dollars,type
04:00AM 29 May 2026,1.64 kWh,$0.33,actual
05:00AM 29 May 2026,3.50 kWh,$0.64,actual
06:00AM 29 May 2026,1.67 kWh,$0.34,actual
07:00AM 29 May 2026,2.37 kWh,$0.69,actual
08:00AM 29 May 2026,4.07 kWh,$1.15,actual
09:00AM 29 May 2026,3.38 kWh,$0.96,actual
10:00AM 29 May 2026,2.79 kWh,$0.80,actual
11:00AM 29 May 2026,1.68 kWh,$0.51,actual
12:00PM 29 May 2026,2.67 kWh,$0.77,actual
01:00PM 29 May 2026,1.49 kWh,$0.46,actual
02:00PM 29 May 2026,1.02 kWh,$0.33,actual
03:00PM 29 May 2026,0.89 kWh,$0.29,actual
04:00PM 29 May 2026,2.64 kWh,$0.76,actual
05:00PM 29 May 2026,3.02 kWh,$0.87,actual
06:00PM 29 May 2026,3.51 kWh,$1.00,actual
07:00PM 29 May 2026,3.59 kWh,$1.02,actual
08:00PM 29 May 2026,2.01 kWh,$0.59,actual
09:00PM 29 May 2026,3.95 kWh,$0.72,actual
10:00PM 29 May 2026,4.09 kWh,$0.74,actual
11:00PM 29 May 2026,3.99 kWh,$0.73,actual
12:00AM 30 May 2026,4.71 kWh,$0.85,actual
01:00AM 30 May 2026,4.64 kWh,$0.84,actual
02:00AM 30 May 2026,4.63 kWh,$0.83,actual
03:00AM 30 May 2026,3.24 kWh,$0.60,actual
04:00AM 30 May 2026,1.97 kWh,$0.39,actual
05:00AM 30 May 2026,2.16 kWh,$0.42,actual
06:00AM 30 May 2026,1.48 kWh,$0.30,actual
07:00AM 30 May 2026,1.66 kWh,$0.50,actual
08:00AM 30 May 2026,2.44 kWh,$0.71,actual
09:00AM 30 May 2026,2.56 kWh,$0.74,actual
10:00AM 30 May 2026,1.91 kWh,$0.57,actual
11:00AM 30 May 2026,1.07 kWh,$0.34,actual
12:00PM 30 May 2026,2.07 kWh,$0.61,actual
01:00PM 30 May 2026,0.76 kWh,$0.26,actual
02:00PM 30 May 2026,0.89 kWh,$0.29,actual
03:00PM 30 May 2026,0.71 kWh,$0.25,actual
04:00PM 30 May 2026,2.04 kWh,$0.60,actual
05:00PM 30 May 2026,2.88 kWh,$0.83,actual
06:00PM 30 May 2026,3.48 kWh,$0.99,actual
07:00PM 30 May 2026,2.65 kWh,$0.77,actual
08:00PM 30 May 2026,2.13 kWh,$0.63,actual
09:00PM 30 May 2026,3.66 kWh,$0.67,actual
10:00PM 30 May 2026,3.89 kWh,$0.71,actual
11:00PM 30 May 2026,3.58 kWh,$0.66,actual
12:00AM 31 May 2026,4.51 kWh,$0.81,actual
01:00AM 31 May 2026,4.46 kWh,$0.81,actual
02:00AM 31 May 2026,4.34 kWh,$0.79,actual
03:00AM 31 May 2026,2.99 kWh,$0.56,actual
04:00AM 31 May 2026,1.53 kWh,$0.31,actual
05:00AM 31 May 2026,1.55 kWh,$0.32,actual
06:00AM 31 May 2026,1.28 kWh,$0.27,actual
07:00AM 31 May 2026,1.27 kWh,$0.40,actual
08:00AM 31 May 2026,1.51 kWh,$0.46,actual
09:00AM 31 May 2026,1.82 kWh,$0.54,actual
10:00AM 31 May 2026,1.46 kWh,$0.45,actual
11:00AM 31 May 2026,0.76 kWh,$0.26,actual
12:00PM 31 May 2026,1.42 kWh,$0.44,actual
01:00PM 31 May 2026,1.98 kWh,$0.59,actual
02:00PM 31 May 2026,0.76 kWh,$0.26,actual
03:00PM 31 May 2026,0.88 kWh,$0.29,actual
04:00PM 31 May 2026,2.54 kWh,$0.74,actual
05:00PM 31 May 2026,1.61 kWh,$0.49,actual
06:00PM 31 May 2026,3.29 kWh,$0.94,actual
07:00PM 31 May 2026,1.85 kWh,$0.55,actual
08:00PM 31 May 2026,2.11 kWh,$0.62,actual
09:00PM 31 May 2026,1.95 kWh,$0.38,actual
10:00PM 31 May 2026,1.45 kWh,$0.30,actual
11:00PM 31 May 2026,2.82 kWh,$0.53,actual
12:00AM 1 June 2026,3.87 kWh,$0.71,actual
01:00AM 1 June 2026,3.83 kWh,$0.70,actual
02:00AM 1 June 2026,3.76 kWh,$0.69,actual
03:00AM 1 June 2026,3.24 kWh,$0.60,actual
04:00AM 1 June 2026,1.09 kWh,$0.24,actual
05:00AM 1 June 2026,0.89 kWh,$0.21,actual
06:00AM 1 June 2026,0.40 kWh,$0.12,actual
07:00AM 1 June 2026,0.48 kWh,$0.18,actual
08:00AM 1 June 2026,0.82 kWh,$0.28,actual
09:00AM 1 June 2026,1.55 kWh,$0.47,actual
10:00AM 1 June 2026,0.80 kWh,$0.27,actual
11:00AM 1 June 2026,0.63 kWh,$0.22,actual
12:00PM 1 June 2026,0.64 kWh,$0.23,actual
01:00PM 1 June 2026,0.78 kWh,$0.26,actual
02:00PM 1 June 2026,0.78 kWh,$0.26,actual
03:00PM 1 June 2026,1.58 kWh,$0.48,actual
04:00PM 1 June 2026,2.31 kWh,$0.67,actual
05:00PM 1 June 2026,2.36 kWh,$0.69,actual
06:00PM 1 June 2026,3.28 kWh,$0.94,actual
07:00PM 1 June 2026,3.65 kWh,$1.03,actual
08:00PM 1 June 2026,1.63 kWh,$0.49,actual
09:00PM 1 June 2026,1.87 kWh,$0.37,actual
10:00PM 1 June 2026,2.14 kWh,$0.42,actual
11:00PM 1 June 2026,2.59 kWh,$0.49,actual
12:00AM 2 June 2026,3.86 kWh,$0.71,actual
01:00AM 2 June 2026,3.82 kWh,$0.70,actual
02:00AM 2 June 2026,3.82 kWh,$0.70,actual
03:00AM 2 June 2026,1.44 kWh,$0.30,actual
04:00AM 2 June 2026,0.79 kWh,$0.19,actual
05:00AM 2 June 2026,0.90 kWh,$0.21,actual
06:00AM 2 June 2026,0.91 kWh,$0.21,actual
07:00AM 2 June 2026,2.44 kWh,$0.71,actual
08:00AM 2 June 2026,0.94 kWh,$0.31,actual
09:00AM 2 June 2026,1.28 kWh,$0.40,actual
10:00AM 2 June 2026,1.12 kWh,$0.36,actual
11:00AM 2 June 2026,0.56 kWh,$0.21,actual
12:00PM 2 June 2026,0.76 kWh,$0.26,actual
01:00PM 2 June 2026,1.06 kWh,$0.34,actual
02:00PM 2 June 2026,1.67 kWh,$0.50,actual
03:00PM 2 June 2026,1.52 kWh,$0.46,actual
04:00PM 2 June 2026,3.21 kWh,$0.92,actual
05:00PM 2 June 2026,3.51 kWh,$1.00,actual
06:00PM 2 June 2026,2.91 kWh,$0.84,actual
07:00PM 2 June 2026,2.50 kWh,$0.73,actual
08:00PM 2 June 2026,1.49 kWh,$0.45,actual
09:00PM 2 June 2026,3.06 kWh,$0.57,actual
10:00PM 2 June 2026,1.68 kWh,$0.34,actual
11:00PM 2 June 2026,2.44 kWh,$0.47,actual
12:00AM 3 June 2026,3.71 kWh,$0.68,actual
01:00AM 3 June 2026,3.66 kWh,$0.67,actual
02:00AM 3 June 2026,3.65 kWh,$0.67,actual
03:00AM 3 June 2026,2.94 kWh,$0.55,actual
04:00AM 3 June 2026,1.22 kWh,$0.26,actual
05:00AM 3 June 2026,0.40 kWh,$0.12,actual
06:00AM 3 June 2026,1.68 kWh,$0.34,actual
07:00AM 3 June 2026,1.91 kWh,$0.57,actual
08:00AM 3 June 2026,0.53 kWh,$0.20,actual
09:00AM 3 June 2026,0.44 kWh,$0.17,actual
10:00AM 3 June 2026,1.91 kWh,$0.57,actual
11:00AM 3 June 2026,1.04 kWh,$0.33,actual
12:00PM 3 June 2026,1.49 kWh,$0.46,actual
01:00PM 3 June 2026,1.04 kWh,$0.33,actual
02:00PM 3 June 2026,1.61 kWh,$0.49,actual
03:00PM 3 June 2026,1.60 kWh,$0.48,actual
04:00PM 3 June 2026,1.95 kWh,$0.58,actual
05:00PM 3 June 2026,2.38 kWh,$0.69,actual
06:00PM 3 June 2026,3.50 kWh,$0.99,actual
07:00PM 3 June 2026,2.97 kWh,$0.85,actual
08:00PM 3 June 2026,1.70 kWh,$0.51,actual
09:00PM 3 June 2026,2.65 kWh,$0.50,actual
10:00PM 3 June 2026,2.64 kWh,$0.50,actual
11:00PM 3 June 2026,3.54 kWh,$0.65,actual
12:00AM 4 June 2026,4.62 kWh,$0.83,actual
01:00AM 4 June 2026,4.72 kWh,$0.85,actual
02:00AM 4 June 2026,4.66 kWh,$0.84,actual
03:00AM 4 June 2026,4.60 kWh,$0.83,actual
04:00AM 4 June 2026,1.52 kWh,$0.31,actual
05:00AM 4 June 2026,1.84 kWh,$0.37,actual
06:00AM 4 June 2026,1.40 kWh,$0.29,actual
07:00AM 4 June 2026,1.51 kWh,$0.46,actual
08:00AM 4 June 2026,2.27 kWh,$0.66,actual
09:00AM 4 June 2026,1.45 kWh,$0.44,actual
10:00AM 4 June 2026,0.47 kWh,$0.18,actual
11:00AM 4 June 2026,1.80 kWh,$0.54,actual
12:00PM 4 June 2026,1.18 kWh,$0.37,actual
01:00PM 4 June 2026,0.56 kWh,$0.21,actual
02:00PM 4 June 2026,1.38 kWh,$0.43,actual
03:00PM 4 June 2026,1.80 kWh,$0.54,actual
04:00PM 4 June 2026,1.02 kWh,$0.33,actual
05:00PM 4 June 2026,0.94 kWh,$0.31,actual
06:00PM 4 June 2026,1.56 kWh,$0.47,actual
07:00PM 4 June 2026,3.88 kWh,$1.10,actual
08:00PM 4 June 2026,2.69 kWh,$0.78,actual
09:00PM 4 June 2026,2.01 kWh,$0.39,actual
10:00PM 4 June 2026,2.39 kWh,$0.46,actual
11:00PM 4 June 2026,2.87 kWh,$0.54,actual
12:00AM 5 June 2026,4.30 kWh,$0.78,actual
01:00AM 5 June 2026,4.39 kWh,$0.79,actual
02:00AM 5 June 2026,4.41 kWh,$0.80,actual
03:00AM 5 June 2026,3.63 kWh,$0.67,actual
04:00AM 5 June 2026,1.47 kWh,$0.30,actual
05:00AM 5 June 2026,1.68 kWh,$0.34,actual
06:00AM 5 June 2026,1.09 kWh,$0.24,actual
07:00AM 5 June 2026,1.57 kWh,$0.48,actual
08:00AM 5 June 2026,2.21 kWh,$0.65,actual
09:00AM 5 June 2026,1.23 kWh,$0.39,actual
10:00AM 5 June 2026,0.92 kWh,$0.30,actual
11:00AM 5 June 2026,0.56 kWh,$0.21,actual
12:00PM 5 June 2026,1.28 kWh,$0.40,actual
01:00PM 5 June 2026,1.34 kWh,$0.42,actual
02:00PM 5 June 2026,1.07 kWh,$0.34,actual
03:00PM 5 June 2026,2.09 kWh,$0.62,actual
04:00PM 5 June 2026,2.04 kWh,$0.60,actual
05:00PM 5 June 2026,2.67 kWh,$0.77,actual
06:00PM 5 June 2026,4.11 kWh,$1.16,actual
07:00PM 5 June 2026,2.72 kWh,$0.78,actual
08:00PM 5 June 2026,2.22 kWh,$0.65,actual
09:00PM 5 June 2026,3.09 kWh,$0.57,actual
10:00PM 5 June 2026,2.62 kWh,$0.50,actual
11:00PM 5 June 2026,3.55 kWh,$0.65,actual
12:00AM 6 June 2026,4.54 kWh,$0.82,actual
01:00AM 6 June 2026,4.55 kWh,$0.82,actual
02:00AM 6 June 2026,4.61 kWh,$0.83,actual
03:00AM 6 June 2026,2.64 kWh,$0.50,actual
04:00AM 6 June 2026,2.51 kWh,$0.48,actual
05:00AM 6 June 2026,1.44 kWh,$0.30,actual
06:00AM 6 June 2026,1.85 kWh,$0.37,actual
07:00AM 6 June 2026,1.47 kWh,$0.45,actual
08:00AM 6 June 2026,1.83 kWh,$0.55,actual
09:00AM 6 June 2026,1.19 kWh,$0.38,actual
10:00AM 6 June 2026,1.94 kWh,$0.58,actual
11:00AM 6 June 2026,2.11 kWh,$0.62,actual
12:00PM 6 June 2026,1.62 kWh,$0.49,actual
01:00PM 6 June 2026,1.28 kWh,$0.40,actual
02:00PM 6 June 2026,2.87 kWh,$0.83,actual
03:00PM 6 June 2026,4.41 kWh,$1.24,actual
04:00PM 6 June 2026,2.36 kWh,$0.69,actual
05:00PM 6 June 2026,2.12 kWh,$0.63,actual
06:00PM 6 June 2026,2.69 kWh,$0.78,actual
07:00PM 6 June 2026,3.39 kWh,$0.97,actual
08:00PM 6 June 2026,2.74 kWh,$0.79,actual
09:00PM 6 June 2026,4.24 kWh,$0.77,actual
10:00PM 6 June 2026,2.63 kWh,$0.50,actual
11:00PM 6 June 2026,3.74 kWh,$0.69,actual
12:00AM 7 June 2026,4.67 kWh,$0.84,actual
01:00AM 7 June 2026,4.77 kWh,$0.86,actual
02:00AM 7 June 2026,4.71 kWh,$0.85,actual
03:00AM 7 June 2026,4.76 kWh,$0.86,actual
04:00AM 7 June 2026,1.74 kWh,$0.35,actual
05:00AM 7 June 2026,2.13 kWh,$0.41,actual
06:00AM 7 June 2026,3.12 kWh,$0.58,actual
07:00AM 7 June 2026,2.79 kWh,$0.80,actual
08:00AM 7 June 2026,2.89 kWh,$0.83,actual
09:00AM 7 June 2026,2.36 kWh,$0.69,actual
10:00AM 7 June 2026,0.69 kWh,$0.24,actual
11:00AM 7 June 2026,1.06 kWh,$0.34,actual
12:00PM 7 June 2026,3.15 kWh,$0.90,actual
01:00PM 7 June 2026,1.46 kWh,$0.45,actual
02:00PM 7 June 2026,1.02 kWh,$0.33,actual
03:00PM 7 June 2026,2.02 kWh,$0.60,actual
04:00PM 7 June 2026,2.16 kWh,$0.64,actual
05:00PM 7 June 2026,2.04 kWh,$0.60,actual
06:00PM 7 June 2026,2.60 kWh,$0.75,actual
07:00PM 7 June 2026,2.31 kWh,$0.68,actual
08:00PM 7 June 2026,2.61 kWh,$0.76,actual
09:00PM 7 June 2026,3.41 kWh,$0.63,actual
10:00PM 7 June 2026,4.49 kWh,$0.81,actual
11:00PM 7 June 2026,5.52 kWh,$0.98,actual
12:00AM 8 June 2026,5.84 kWh,$1.04,actual
01:00AM 8 June 2026,5.03 kWh,$0.90,actual
02:00AM 8 June 2026,4.92 kWh,$0.88,actual
03:00AM 8 June 2026,4.89 kWh,$0.88,actual
04:00AM 8 June 2026,4.91 kWh,$0.88,actual
05:00AM 8 June 2026,3.31 kWh,$0.61,actual
06:00AM 8 June 2026,3.60 kWh,$0.66,actual
07:00AM 8 June 2026,3.06 kWh,$0.88,actual
08:00AM 8 June 2026,1.06 kWh,$0.34,actual
09:00AM 8 June 2026,0.69 kWh,$0.24,actual
10:00AM 8 June 2026,0.53 kWh,$0.20,actual
11:00AM 8 June 2026,1.07 kWh,$0.34,actual
12:00PM 8 June 2026,1.21 kWh,$0.38,actual
01:00PM 8 June 2026,2.10 kWh,$0.62,actual
02:00PM 8 June 2026,1.28 kWh,$0.40,actual
03:00PM 8 June 2026,2.21 kWh,$0.65,actual
04:00PM 8 June 2026,1.69 kWh,$0.51,actual
05:00PM 8 June 2026,3.24 kWh,$0.93,actual
06:00PM 8 June 2026,4.55 kWh,$1.28,actual
07:00PM 8 June 2026,2.54 kWh,$0.74,actual
08:00PM 8 June 2026,1.90 kWh,$0.56,actual
09:00PM 8 June 2026,2.83 kWh,$0.53,actual
10:00PM 8 June 2026,2.46 kWh,$0.47,actual
11:00PM 8 June 2026,3.50 kWh,$0.64,actual
12:00AM 9 June 2026,4.90 kWh,$0.88,actual
01:00AM 9 June 2026,4.75 kWh,$0.85,actual
02:00AM 9 June 2026,5.48 kWh,$0.98,actual
03:00AM 9 June 2026,4.30 kWh,$0.78,actual
04:00AM 9 June 2026,3.01 kWh,$0.56,actual
05:00AM 9 June 2026,1.94 kWh,$0.38,actual
06:00AM 9 June 2026,2.67 kWh,$0.51,actual
07:00AM 9 June 2026,3.49 kWh,$0.99,actual
08:00AM 9 June 2026,2.00 kWh,$0.59,actual
09:00AM 9 June 2026,2.15 kWh,$0.63,actual
10:00AM 9 June 2026,2.15 kWh,$0.63,actual
11:00AM 9 June 2026,1.09 kWh,$0.35,actual
12:00PM 9 June 2026,0.93 kWh,$0.30,actual
01:00PM 9 June 2026,1.15 kWh,$0.36,actual
02:00PM 9 June 2026,1.12 kWh,$0.36,actual
03:00PM 9 June 2026,0.53 kWh,$0.20,actual
04:00PM 9 June 2026,2.25 kWh,$0.66,actual
05:00PM 9 June 2026,2.44 kWh,$0.71,actual
06:00PM 9 June 2026,5.99 kWh,$1.66,actual
07:00PM 9 June 2026,3.83 kWh,$1.08,actual
08:00PM 9 June 2026,2.41 kWh,$0.70,actual
09:00PM 9 June 2026,3.92 kWh,$0.71,actual
10:00PM 9 June 2026,4.27 kWh,$0.77,actual
11:00PM 9 June 2026,3.73 kWh,$0.68,actual
12:00AM 10 June 2026,4.83 kWh,$0.87,actual
01:00AM 10 June 2026,4.83 kWh,$0.87,actual
02:00AM 10 June 2026,4.83 kWh,$0.87,actual
03:00AM 10 June 2026,4.79 kWh,$0.86,actual
04:00AM 10 June 2026,2.49 kWh,$0.47,actual
05:00AM 10 June 2026,2.41 kWh,$0.46,actual
06:00AM 10 June 2026,3.45 kWh,$0.64,actual
07:00AM 10 June 2026,4.79 kWh,$1.34,actual
08:00AM 10 June 2026,2.42 kWh,$0.71,actual
09:00AM 10 June 2026,1.79 kWh,$0.54,actual
10:00AM 10 June 2026,0.96 kWh,$0.31,actual
11:00AM 10 June 2026,0.93 kWh,$0.31,actual
12:00PM 10 June 2026,0.78 kWh,$0.26,actual
01:00PM 10 June 2026,0.53 kWh,$0.20,actual
02:00PM 10 June 2026,0.48 kWh,$0.18,actual
03:00PM 10 June 2026,1.36 kWh,$0.42,actual
04:00PM 10 June 2026,1.41 kWh,$0.43,actual
05:00PM 10 June 2026,1.24 kWh,$0.39,actual
06:00PM 10 June 2026,4.32 kWh,$1.21,actual
07:00PM 10 June 2026,4.06 kWh,$1.14,actual
08:00PM 10 June 2026,2.89 kWh,$0.83,actual
09:00PM 10 June 2026,4.23 kWh,$0.77,actual
10:00PM 10 June 2026,3.37 kWh,$0.62,actual
11:00PM 10 June 2026,4.00 kWh,$0.73,actual
12:00AM 11 June 2026,4.78 kWh,$0.86,actual
01:00AM 11 June 2026,4.79 kWh,$0.86,actual
02:00AM 11 June 2026,4.88 kWh,$0.88,actual
03:00AM 11 June 2026,4.88 kWh,$0.88,actual
04:00AM 11 June 2026,4.95 kWh,$0.89,actual
05:00AM 11 June 2026,3.38 kWh,$0.62,actual
06:00AM 11 June 2026,3.93 kWh,$0.72,actual
07:00AM 11 June 2026,4.34 kWh,$1.22,actual
08:00AM 11 June 2026,3.67 kWh,$1.04,actual
09:00AM 11 June 2026,1.84 kWh,$0.55,actual
10:00AM 11 June 2026,2.15 kWh,$0.63,actual
11:00AM 11 June 2026,1.56 kWh,$0.47,actual
12:00PM 11 June 2026,2.27 kWh,$0.67,actual
01:00PM 11 June 2026,1.35 kWh,$0.42,actual
02:00PM 11 June 2026,0.42 kWh,$0.17,actual
03:00PM 11 June 2026,0.96 kWh,$0.31,actual
04:00PM 11 June 2026,1.37 kWh,$0.42,actual
05:00PM 11 June 2026,0.45 kWh,$0.18,actual
06:00PM 11 June 2026,2.29 kWh,$0.67,actual
07:00PM 11 June 2026,5.05 kWh,$1.41,actual
08:00PM 11 June 2026,3.15 kWh,$0.90,actual
09:00PM 11 June 2026,3.88 kWh,$0.71,actual
10:00PM 11 June 2026,2.67 kWh,$0.50,actual
11:00PM 11 June 2026,3.25 kWh,$0.60,actual
12:00AM 12 June 2026,4.54 kWh,$0.82,actual
01:00AM 12 June 2026,4.62 kWh,$0.83,actual
02:00AM 12 June 2026,4.58 kWh,$0.83,actual
03:00AM 12 June 2026,4.61 kWh,$0.83,actual
04:00AM 12 June 2026,4.29 kWh,$0.78,actual
05:00AM 12 June 2026,1.97 kWh,$0.39,actual
06:00AM 12 June 2026,1.35 kWh,$0.28,actual
07:00AM 12 June 2026,3.44 kWh,$0.98,actual
08:00AM 12 June 2026,2.10 kWh,$0.62,actual
09:00AM 12 June 2026,0.63 kWh,$0.22,actual
10:00AM 12 June 2026,0.41 kWh,$0.17,actual
11:00AM 12 June 2026,1.13 kWh,$0.36,actual
12:00PM 12 June 2026,1.97 kWh,$0.58,actual
01:00PM 12 June 2026,3.00 kWh,$0.86,actual
02:00PM 12 June 2026,0.91 kWh,$0.30,actual
03:00PM 12 June 2026,1.28 kWh,$0.40,actual
04:00PM 12 June 2026,1.92 kWh,$0.57,actual
05:00PM 12 June 2026,2.24 kWh,$0.66,actual
06:00PM 12 June 2026,3.78 kWh,$1.07,actual
07:00PM 12 June 2026,3.14 kWh,$0.90,actual
08:00PM 12 June 2026,2.32 kWh,$0.68,actual
09:00PM 12 June 2026,2.38 kWh,$0.46,actual
10:00PM 12 June 2026,3.91 kWh,$0.71,actual
11:00PM 12 June 2026,3.25 kWh,$0.60,actual
12:00AM 13 June 2026,4.59 kWh,$0.83,actual
01:00AM 13 June 2026,4.54 kWh,$0.82,actual
02:00AM 13 June 2026,3.93 kWh,$0.72,actual
03:00AM 13 June 2026,1.99 kWh,$0.39,actual
04:00AM 13 June 2026,1.40 kWh,$0.29,actual
05:00AM 13 June 2026,1.84 kWh,$0.36,actual
06:00AM 13 June 2026,1.83 kWh,$0.36,actual
07:00AM 13 June 2026,1.56 kWh,$0.47,actual
08:00AM 13 June 2026,1.65 kWh,$0.50,actual
09:00AM 13 June 2026,2.31 kWh,$0.68,actual
10:00AM 13 June 2026,1.57 kWh,$0.48,actual
11:00AM 13 June 2026,1.17 kWh,$0.37,actual
12:00PM 13 June 2026,0.80 kWh,$0.27,actual
01:00PM 13 June 2026,1.11 kWh,$0.35,actual
02:00PM 13 June 2026,1.05 kWh,$0.34,actual
03:00PM 13 June 2026,1.90 kWh,$0.57,actual
04:00PM 13 June 2026,3.07 kWh,$0.88,actual
05:00PM 13 June 2026,1.89 kWh,$0.56,actual
06:00PM 13 June 2026,4.39 kWh,$1.23,actual
07:00PM 13 June 2026,2.56 kWh,$0.74,actual
08:00PM 13 June 2026,2.43 kWh,$0.71,actual
09:00PM 13 June 2026,3.61 kWh,$0.66,actual
10:00PM 13 June 2026,3.69 kWh,$0.68,actual
11:00PM 13 June 2026,4.18 kWh,$0.76,actual
12:00AM 14 June 2026,4.56 kWh,$0.82,actual
01:00AM 14 June 2026,4.51 kWh,$0.81,actual
02:00AM 14 June 2026,4.50 kWh,$0.81,actual
03:00AM 14 June 2026,4.60 kWh,$0.83,actual
04:00AM 14 June 2026,3.37 kWh,$0.62,actual
05:00AM 14 June 2026,1.96 kWh,$0.39,actual
06:00AM 14 June 2026,2.70 kWh,$0.51,actual
07:00AM 14 June 2026,2.30 kWh,$0.67,actual
08:00AM 14 June 2026,2.08 kWh,$0.61,actual
09:00AM 14 June 2026,0.58 kWh,$0.21,actual
10:00AM 14 June 2026,1.55 kWh,$0.47,actual
11:00AM 14 June 2026,1.47 kWh,$0.45,actual
12:00PM 14 June 2026,1.32 kWh,$0.41,actual
01:00PM 14 June 2026,1.18 kWh,$0.37,actual
02:00PM 14 June 2026,0.93 kWh,$0.31,actual
03:00PM 14 June 2026,1.79 kWh,$0.54,actual
04:00PM 14 June 2026,1.35 kWh,$0.42,actual
05:00PM 14 June 2026,2.38 kWh,$0.70,actual
06:00PM 14 June 2026,2.30 kWh,$0.67,actual
07:00PM 14 June 2026,1.91 kWh,$0.57,actual
08:00PM 14 June 2026,2.81 kWh,$0.81,actual
09:00PM 14 June 2026,4.22 kWh,$0.77,actual
10:00PM 14 June 2026,4.09 kWh,$0.74,actual
11:00PM 14 June 2026,3.45 kWh,$0.64,actual
12:00AM 15 June 2026,4.55 kWh,$0.82,actual
01:00AM 15 June 2026,4.54 kWh,$0.82,actual
02:00AM 15 June 2026,4.56 kWh,$0.82,actual
03:00AM 15 June 2026,4.60 kWh,$0.83,actual
04:00AM 15 June 2026,4.62 kWh,$0.83,actual
05:00AM 15 June 2026,2.15 kWh,$0.42,actual
06:00AM 15 June 2026,2.90 kWh,$0.54,actual
07:00AM 15 June 2026,2.76 kWh,$0.80,actual
08:00AM 15 June 2026,0.68 kWh,$0.24,actual
09:00AM 15 June 2026,1.38 kWh,$0.43,actual
10:00AM 15 June 2026,0.88 kWh,$0.29,actual
11:00AM 15 June 2026,0.95 kWh,$0.31,actual
12:00PM 15 June 2026,0.59 kWh,$0.22,actual
01:00PM 15 June 2026,1.88 kWh,$0.56,actual
02:00PM 15 June 2026,1.07 kWh,$0.34,actual
03:00PM 15 June 2026,2.22 kWh,$0.65,actual
04:00PM 15 June 2026,0.87 kWh,$0.29,actual
05:00PM 15 June 2026,2.09 kWh,$0.62,actual
06:00PM 15 June 2026,3.75 kWh,$1.06,actual
07:00PM 15 June 2026,3.80 kWh,$1.08,actual
08:00PM 15 June 2026,1.68 kWh,$0.51,actual
09:00PM 15 June 2026,2.04 kWh,$0.40,actual
10:00PM 15 June 2026,2.27 kWh,$0.44,actual
11:00PM 15 June 2026,3.52 kWh,$0.65,actual
12:00AM 16 June 2026,4.85 kWh,$0.87,actual
01:00AM 16 June 2026,4.27 kWh,$0.77,actual
02:00AM 16 June 2026,4.27 kWh,$0.77,actual
03:00AM 16 June 2026,2.53 kWh,$0.48,actual
04:00AM 16 June 2026,2.02 kWh,$0.39,actual
05:00AM 16 June 2026,1.54 kWh,$0.32,actual
06:00AM 16 June 2026,3.30 kWh,$0.61,actual
07:00AM 16 June 2026,3.67 kWh,$1.04,actual
08:00AM 16 June 2026,2.00 kWh,$0.59,actual
09:00AM 16 June 2026,1.58 kWh,$0.48,actual
10:00AM 16 June 2026,1.41 kWh,$0.43,actual
11:00AM 16 June 2026,1.33 kWh,$0.41,actual
12:00PM 16 June 2026,1.61 kWh,$0.49,actual
01:00PM 16 June 2026,0.57 kWh,$0.21,actual
02:00PM 16 June 2026,0.94 kWh,$0.31,actual
03:00PM 16 June 2026,0.50 kWh,$0.19,actual
04:00PM 16 June 2026,2.04 kWh,$0.60,actual
05:00PM 16 June 2026,2.02 kWh,$0.60,actual
06:00PM 16 June 2026,4.25 kWh,$1.20,actual
07:00PM 16 June 2026,4.01 kWh,$1.13,actual
08:00PM 16 June 2026,2.46 kWh,$0.71,actual
09:00PM 16 June 2026,2.77 kWh,$0.52,actual
10:00PM 16 June 2026,2.52 kWh,$0.48,actual
11:00PM 16 June 2026,2.14 kWh,$0.42,actual
12:00AM 17 June 2026,3.49 kWh,$0.64,actual
01:00AM 17 June 2026,3.57 kWh,$0.66,actual
02:00AM 17 June 2026,3.69 kWh,$0.68,actual
03:00AM 17 June 2026,2.35 kWh,$0.45,actual
04:00AM 17 June 2026,0.77 kWh,$0.18,actual
05:00AM 17 June 2026,0.75 kWh,$0.18,actual
06:00AM 17 June 2026,3.31 kWh,$0.61,actual
07:00AM 17 June 2026,2.65 kWh,$0.77,actual
08:00AM 17 June 2026,1.05 kWh,$0.34,actual
09:00AM 17 June 2026,1.23 kWh,$0.39,actual
10:00AM 17 June 2026,1.20 kWh,$0.38,actual
11:00AM 17 June 2026,1.74 kWh,$0.52,actual
12:00PM 17 June 2026,1.19 kWh,$0.38,actual
01:00PM 17 June 2026,2.13 kWh,$0.63,actual
02:00PM 17 June 2026,1.04 kWh,$0.33,actual
03:00PM 17 June 2026,2.11 kWh,$0.62,actual
04:00PM 17 June 2026,3.40 kWh,$0.97,actual
05:00PM 17 June 2026,4.07 kWh,$1.15,actual
06:00PM 17 June 2026,3.86 kWh,$1.09,actual
07:00PM 17 June 2026,3.85 kWh,$1.09,actual
08:00PM 17 June 2026,2.41 kWh,$0.70,actual
09:00PM 17 June 2026,4.40 kWh,$0.80,actual
10:00PM 17 June 2026,4.44 kWh,$0.80,actual
11:00PM 17 June 2026,3.93 kWh,$0.72,actual
12:00AM 18 June 2026,4.87 kWh,$0.88,actual
01:00AM 18 June 2026,4.84 kWh,$0.87,actual
02:00AM 18 June 2026,4.85 kWh,$0.87,actual
03:00AM 18 June 2026,4.93 kWh,$0.88,actual
04:00AM 18 June 2026,5.00 kWh,$0.90,actual
05:00AM 18 June 2026,3.16 kWh,$0.59,actual
